tx id,time,auction,color,shirt size,condition
d2df79bf3847a858d667a230f8088b2027a755da,12:20 AM,$7.17,Indigo,S,used
f071673513fba352de08423046c6f866df35300d,9:41 AM,$18.34,Khaki,S,Never Worn
2732544ef78b7bcd03d661ca51e6645cd0cc6510,3:18 PM,$9.54,Violet,L,used
3b002d9978a3596752f35d4552a624e20a2c2a26,1:09 AM,$17.42,Yellow,L,used
be4f345f53c9f20f34369017680da6a15be4db43,5:14 PM,$3.69,Maroon,XS,used
162819b5723d170da921dd9378c0c6130d0f7ce1,11:15 PM,$17.05,Indigo,L,Used
903065c01e039a8994d28f313c2e3ee7c995a711,9:41 PM,$9.63,Green,3XL,Never Worn
f7248b5589d964771394b40791270908330088e2,6:39 AM,$16.95,Violet,S,Never Worn
b1af67bdf0f238eec89b6370f4c745c08b2a4df7,9:22 AM,$15.63,Teal,2XL,used
f00e1cc2502963b1c7b1296709ed541b97e61121,10:21 PM,$16.44,Crimson,M,used
d9346ea9ff0733e260c4dd65bac59d6a4b950c97,11:16 AM,$12.69,Crimson,M,used
c5471841c2633ce2d7800e81a31ded7a27f3deef,9:17 PM,$11.06,Blue,M,Never Worn
a293f8b466092474a2e66dddd16ae0469b83e298,3:59 AM,$7.44,Mauv,2XL,used
7389e4ab967c4abb54badc1458e3234e04a1c944,1:58 AM,$12.82,Green,S,""
11f33a56245b22aba427585e888bcc133356f843,3:19 AM,$8.14,Maroon,XS,Never Worn
ee7ef2e55586babb4cfcf9c61991e6a7dd105de6,11:12 PM,$2.07,Pink,2XL,
7a5939ef4817869114b4b64e92ff55812bbe9fc1,7:48 PM,$2.54,Violet,M,used
a4e7dd5cb4dd7278c9a53e0690705769594c8190,4:47 AM,$8.46,Turquoise,2XL,
cda3e3b9b7fb2183856978b4994e26a7e3bc3442,7:19 PM,$16.11,Maroon,M,used
2ed856e7090e3120461bf94c99c3c6401c31ec29,1:36 AM,$12.57,Blue,XS,used
fd882ad5fb5e270aabc54624df0111cc1797a285,5:42 AM,$6.27,Khaki,M,used
24f245394956cbd07f809a245b3322b5eb98e21d,6:29 AM,$18.62,Mauv,L,used
09a0036943e37c5195e87d28977b32d05699bf43,9:45 PM,$6.34,Blue,3XL,used
a63e3b2ccfddf0e0fed4f30953e6fda10c469730,1:05 PM,$2.79,Orange,XS,used
56b0ef31ec2cdabda2a0cf69ebf568fa164fee1c,7:26 AM,$10.91,Puce,3XL,""
51e96dfc688b8e4ff29fa23332abd8c8ac5e8e64,8:47 AM,$15.46,Yellow,L,used
6e0200cb4b962315dc51b92813915a959324a0ad,9:32 AM,$11.43,Violet,3XL,Used
6fab03367ed0311cafccc43a80c0d7b1992b70e0,1:47 AM,$6.37,Maroon,3XL,used
6a5a8094673fcb53db5a368a8974ae8887d1701e,10:30 PM,$10.76,Aquamarine,3XL,Never Worn
46bd6ac2a2863b644b90cf777011be8f69713d0c,5:03 AM,$17.32,Orange,3XL,used
387877f1226e62044376c3a2799ad2984d5d95f8,6:57 PM,$13.66,Red,2XL,used
33471725752412100d1007e568e61b7800a01c32,4:30 AM,$9.27,Yellow,2XL,used
743e04195fd8cf0f503f8ef58b1bcc637daeed62,1:46 PM,$16.94,Violet,XL,
fbdc104aa64d171d8ca6727d55a887fde520e1ba,10:58 AM,$14.92,Red,M,Never Worn
2ab60aa46c3b7ba6a4a4bb3a8a62cf8046e56b4e,6:14 PM,$10.49,Maroon,M,Never Worn
12b2a354a94e38da0fcd73c2411dea3e5f348486,7:52 AM,$7.72,Fuscia,XS,used
d762590e73025b8241d9675923672299f54bcaa5,7:22 PM,$2.39,Violet,S,used
b7fde15b90d458d5f34ceab8af489738545ad7d7,6:22 PM,$17.06,Aquamarine,2XL,used
c12674c569b3d279eb5bf9fd2329179c28e594b3,2:47 PM,$7.53,Khaki,M,Never Worn
078dc9b4e502c4905781044ec81e41c217a41c0e,10:24 AM,$15.82,Mauv,XS,Never Worn
197c184f3d4edbc8685b37669d1a866e1a82a5aa,7:16 AM,$5.73,Mauv,3XL,never worn
64d95a18b18bbd1b84bf335fcdb0361e5f6c1c0d,1:39 PM,$15.61,Indigo,L,used
daa8e30c80f2a9e751869ef2ebfeaa835ed733d4,12:37 PM,$13.04,Crimson,S,never worn
45b110bb74c451778933b50cf0b681f46afb32e2,6:46 AM,$3.01,Pink,XL,used
6ba23c3082bb11b7bdef3cd2b9a569e7cf010ec2,9:31 AM,$2.52,Yellow,M,used
8682e5ba458847440732f622959b1a756685a476,12:18 PM,$11.83,Aquamarine,S,never worn
ba87022b1b8528716337e51cc0b3aa0788409f87,11:08 PM,$13.37,Crimson,XS,used
e33f810b979d7b1959170eb8a4bc5216ec8f0552,3:24 PM,$10.53,Blue,L,used
bc022db89518db42132acb0cb8598e594b863ac8,9:44 PM,$17.31,Blue,XS,used
304a67d7822d758b2acfe6aeb4f1c823d7f207f9,12:59 AM,$10.84,Red,L,""
158ac1a55289bdc12b713cc7cc3fb7209b761269,6:17 AM,$11.53,Maroon,XS,used
7435602adbd7de7a7caab6bcc3c39e1b71bd2a13,6:54 PM,$4.31,Khaki,2XL,never worn
05f18cdeeb7c5287651f7a7e0cc9016306de7429,10:13 AM,$18.67,Crimson,XL,
617e286700ec201bacd170e23e38862f77383623,1:14 AM,$13.84,Pink,3XL,used
f711929cec2d002d2194d9d537f7765ad34d3a5a,2:30 AM,$8.55,Aquamarine,L,Never Worn
5ae77ccd4ece68eea457caf639c681797c41e964,2:27 AM,$7.42,Orange,XL,used
60aaa8c4620a4796410aa225d6e800ea12b8303a,12:20 AM,$5.54,Turquoise,S,used
fb3eced18178d5c14b62a76b8239f97cbba21c40,9:45 PM,$10.39,Puce,XS,Used
51c0ccdb4c5645fb58225277a1365dbed81f41d5,5:13 PM,$17.94,Goldenrod,XL,used
1b846dbaab2047ed5d79b50f288f4a9f22107b1b,6:52 PM,$18.80,Red,2XL,Used
c7eaee4ee7d754d2b99912e1cd8d9f98d053ffd3,2:02 AM,$14.84,Khaki,2XL,used
eabb8c725fc2ebeb07bcb6c8293811c6030a472c,8:21 AM,$8.99,Yellow,M,Never Worn
ae5cbe7aeb24b895db15a6f3d220a0ad8656ef1f,12:14 AM,$14.52,Goldenrod,XS,used
3ff8c93923f40b0f4cd3a6880bfda3869cfde16a,1:27 AM,$10.56,Goldenrod,L,used
ca3e7e4e47da280aa269d4cb733669d71900bd2b,2:59 PM,$12.64,Fuscia,XS,used
45bbe3f0e1fcb2a1c9d0ebd676dda14cfb528951,3:20 AM,$15.72,Green,3XL,
c2c33c95cedc27e0e7e451cf212c0c41932234b7,10:26 AM,$18.84,Red,XS,Used
bf992454dfc1c3a49dec902dbc0250cf4ea3b389,12:22 AM,$2.53,Teal,3XL,used
1ebcf08b6f92bb5b9bc304dd81cc9aca5750a081,2:08 AM,$12.16,Yellow,L,used
b2e8059801db3426d6a6bbfdfd17bcec410058e9,12:36 PM,$14.49,Teal,L,
bca5dd555b7b1c58ce553c66cdf4e9ca95b20ad4,12:51 PM,$3.84,Green,2XL,Never Worn
ab4056c61ab9ea956581dc6c7347989cdd029c43,3:32 AM,$7.86,Orange,3XL,""
2ce5ce51b248204763fe34f43d466d3aae0a764c,7:41 PM,$16.35,Purple,XL,never worn
cd869711533f06930b5cf6b3142adbf94f3ff6b6,2:31 AM,$3.79,Indigo,XL,used
1ef08fdbc2119e1c7df93d1bc13827530501c141,1:59 AM,$12.10,Indigo,XL,used
b3e763ee2cd168b0783cef29614981f7aecb0e31,2:11 AM,$14.58,Pink,S,used
8877f1594b0dfed7f4562bd5b17eccde86ab06f5,3:45 PM,$4.36,Orange,2XL,used
cd9f65d1087165dc850b635570854e62855afc12,5:47 PM,$6.17,Puce,2XL,used
6f0bf69568783ac7bbd6a4dd55ad01a22e19faef,9:38 AM,$11.18,Crimson,XS,Never Worn
455e32c014a8aca5f1b146f28fa0b768885f36b1,9:48 AM,$5.79,Yellow,XL,used
24b26ac79ffc332c34ef8154eb3559240391d793,11:44 AM,$17.29,Goldenrod,2XL,
0fab96f44eb1a427762349e99f471aaed243586c,9:31 AM,$3.19,Aquamarine,3XL,used
335dd849f447c11fe8ca88f8a2f967b73df346cd,4:18 PM,$3.05,Green,XS,used
6b6b1d69ed359d1c93106a884803123322fe42e1,10:02 PM,$12.51,Red,L,Never Worn
786e40651458f2eef9c5aed0ff863b5c62cdfb49,7:06 AM,$8.43,Pink,XS,""
aa089ce73c14599ac0292cd96e6e98111eae6528,4:11 PM,$17.20,Red,L,used
72e766bcbcfe07c2143a83e444833fdd91ab9330,1:08 AM,$8.61,Blue,S,used
8e1edf9de5ed5524912128e56dbf95eadab9e96d,12:08 PM,$8.68,Yellow,XL,used
336686259e5b99224266394370e147ddfd824b01,8:47 AM,$18.77,Puce,2XL,used
0a1c993c5b3f021cf5119c0253b7d6fac7876662,7:32 AM,$3.95,Purple,2XL,used
eac317fe3a1aaa3e856efabef813e1e699d60416,5:21 PM,$13.29,Fuscia,2XL,used
d7d6949c44c00946a247f21c7f32343b4214480e,2:53 PM,$8.14,Indigo,S,
a80f23a1eb65ea94df66fac2d9463c4451bb84e4,5:31 PM,$8.23,Aquamarine,XL,used
7d2a242770a47bc7dadd0e99d8eb6b6d45772b65,12:45 PM,$7.47,Maroon,XS,""
ff7b249cf6111fb416be594033c8adfb700a185b,11:49 PM,$17.71,Fuscia,M,never worn
4a8a18784a510eda00a37d3e52619f63011fc7ac,4:39 AM,$9.93,Green,S,Never Worn
de0070112501e8321122dbfb6fb3035adf04bc42,1:38 AM,$10.91,Fuscia,S,used
dde1e779ccaa7e9988390b9a60cfb131a0bb0975,7:45 AM,$11.94,Red,S,used
6e4635fb65a0f3b488749d3c283f0488381d52b8,1:24 PM,$9.89,Purple,L,used
22220f787a8720567bff0a15763b12edc6883d71,7:59 PM,$18.60,Violet,M,used
f624f99f65b9391800126f1da74ca3fccfd06d28,11:00 PM,$3.55,Red,3XL,used
9f2ca8d8f68a4567cb4b9fbd2b68ba34af3bed79,1:06 PM,$3.65,Mauv,XL,used
5190676946118dae3ee35d809ce4107a4a06e726,11:17 PM,$2.35,Green,S,Used
4f93b054e1909d0a74dbce6df7859445e7da83be,7:47 AM,$3.89,Green,XS,used
5ae4b6417fc8bd582e8faa721a9d5e8b50e092bf,5:51 AM,$16.08,Pink,XL,Never Worn
f335be2873a9523c09e3868bd05ffe4dfa4481fb,11:23 AM,$3.34,Khaki,2XL,used
86410a6f6ef95ea2518a3d7d4d777f22aa574d1b,4:11 PM,$4.79,Turquoise,M,used
0606926cc82c7922700d282bce544e66f22e56f3,4:40 AM,$16.35,Fuscia,2XL,used
f344ba0e311cddb95b133302d1f401c9c24be13d,9:13 AM,$2.70,Crimson,XS,Never Worn
a34423b330ddb8d1be91cba6de857a389105039d,12:09 AM,$15.26,Teal,S,used
e8c408a25a2ce245ca80b4fced81f69c7001720e,10:47 PM,$5.98,Teal,XS,Never Worn
a9bedad9925f909bdcd53f432effbf8738834a1e,12:11 PM,$11.50,Turquoise,XS,used
addfc6875c5c6307cc0573f0f9d8865c71976370,3:25 AM,$16.27,Yellow,S,used
ce7983b6e3fefafa1c4068b450872ca70e5a483d,5:13 PM,$17.84,Maroon,M,never worn
9c2cbead89dc96ffbbad8f8c5e71d2066b1511b3,7:29 AM,$11.27,Red,XL,Used
0533a4688b16926bca08c590680b0411e60ec6df,4:05 AM,$5.00,Purple,2XL,used
755f8d149d450ddf83c7fb29b6bcbdf22aa122b6,8:04 PM,$8.93,Pink,2XL,used
5d5a2fc3fbf8a4caaf1070a6dc6be14d6f54d076,11:47 PM,$3.85,Red,L,used
02d2f7f5ef732af43a2ad3a49f4b1f5b3c38007a,11:36 AM,$6.92,Khaki,3XL,used
580d707d5ff7a8407b53eb44f911dd2dc22314a4,10:08 AM,$11.11,Mauv,XS,used
52656cfa3dc4d3c2dc5f44fe2275d17da492175e,10:26 PM,$4.15,Crimson,XS,""
e873f412cd542069bc5abae6ef57271d138c8d35,5:47 PM,$15.59,Puce,XL,Never Worn
da806577e4c5769c89a8767c59043e0fbe59bdbe,7:53 AM,$5.52,Mauv,S,used
f9800cdf6e626f7b27b6bc53049bc7fe078b8464,8:22 AM,$4.54,Fuscia,XS,used
f8d47e338f7dd63b8fa87fe44b826290f3de5c9e,2:30 AM,$3.49,Indigo,S,used
55ab5a1b61c68e05a5ea6cb0f0f50a606d2551d1,9:31 PM,$14.85,Fuscia,XS,used
ba8134741137686de100a9ccd487254bb90b2a80,3:33 AM,$10.88,Aquamarine,XL,Never Worn
61d3d4fe429e9d9f28888d7c98c9cb06bf2cb3b1,3:33 PM,$4.26,Maroon,XL,""
d52640786fd4ed483efcac89456c5fa2ed9627c3,10:50 PM,$18.02,Red,M,used
f4989f6c5b42e8ee9017c7bc74e91632857e0d2a,11:33 AM,$6.41,Aquamarine,S,used
cd4432def054a12452bb25d923e082a5707a791f,9:40 AM,$15.20,Puce,3XL,used
03275192cf139a5747263a5bf202b2c9b5a3f57e,5:04 AM,$14.87,Mauv,XS,used
4910da564e1d4ee5b167eaee067b9f804acb1f85,11:25 PM,$12.87,Fuscia,XL,Never Worn
5a95d87b4e18e478dbfcc76343578466e5238d61,8:08 PM,$6.43,Red,S,used
fd77f6cc232bd5e05e8da82933a04801112bc6e3,2:33 AM,$12.72,Khaki,S,used
f8b40887189782fa83cec3ede6cdc24e8ccdcf16,7:58 PM,$9.87,Maroon,3XL,used
f77e2e536dedc39b5b6e2d59ede4de19bf19393b,10:46 AM,$8.85,Aquamarine,3XL,Used
cac461dfac3c4b61e2b65820720cff203a9405e4,7:02 AM,$7.49,Indigo,XL,used
331acda7ff8ac138c78af691ecaa1ec8f25d5e6c,3:08 AM,$5.26,Teal,2XL,
9bb64244fbb0ec24c202044e344df904f85a5ea9,3:42 PM,$13.17,Purple,M,used
7cfbc738ad2ea8a3ab9e85c50a6588eeb67f5e56,6:07 AM,$17.87,Maroon,M,used
553ef44f87e938c39cdac10986d3f236a94dd412,1:49 PM,$6.99,Turquoise,S,never worn
3d68a95890f1ce606d810a654c53e3b52ede9c09,2:48 PM,$16.18,Puce,2XL,
530e8e1f4a572e9c07e14053063ecc0d2e18b978,3:15 AM,$8.21,Turquoise,3XL,Never Worn
fa6ac02cd158bfa525ac25fee4d2b63c4a595caf,1:37 AM,$16.26,Puce,L,Never Worn
cd629e20c2e7a9ceeb130f1ff82f3ddffa9c7ef0,2:32 PM,$6.22,Teal,M,used
52f5776762274a2cc4c8452b5361266609630b08,7:20 AM,$10.72,Violet,M,used
15ee0fe04a42a50463720cb799cb1e9609569af1,1:42 PM,$8.84,Purple,M,Used
c99778e0a4e2fa5ff8cebd2285f5b91dee1c660d,9:51 PM,$9.64,Violet,M,used
60cf29668a0bd1ae922247c34f21dd5ae81c5574,8:28 AM,$15.70,Pink,L,used
dc7dbf83684faf1d1166acf80ad918f5aa9681f7,11:54 PM,$16.85,Pink,M,used
7162188223e113f16db1bd7760cc2d82a521eed1,11:25 AM,$17.48,Aquamarine,XS,Used
d93cfdc3d943b58ecf311e7d45f394579738809b,11:24 AM,$16.11,Crimson,3XL,used
b6630e2900a384f5e0fcf83e000f006266bf2fac,12:16 AM,$18.52,Mauv,M,used
7f3a857444efeddf41a6c44ceccc6af9d1505d75,1:32 AM,$2.08,Aquamarine,XL,Never Worn
9896fc61b6d245aa081e2f87d50f0b02bf947423,7:19 AM,$16.19,Aquamarine,XS,Never Worn
bd4f0e56227a62f30375332e3fdc6fbcd3376c11,4:30 PM,$5.23,Purple,L,Used
7fac9fb2760712ba766bedaa48b621ae3ff8de91,1:43 PM,$15.81,Pink,2XL,Never Worn
ed51ebbe576546898c032abd7459696d74110882,2:43 AM,$14.89,,S,Never Worn
63f981f120bcf045cfa059c9fac43a9688254cf2,4:51 AM,$13.39,Fuscia,L,""
ca3046b9ab6506e94050d0aed802d5708d2e1a95,10:36 AM,$14.67,Violet,2XL,Used
0bd2274cad7b8d32b5622db9bfcb308413797e8e,3:15 AM,$14.47,Green,XL,used
a0ce95aa7ff45ca442d2bccdce0f2944ef9d085f,3:46 PM,$8.03,Red,XL,never worn
8e840895448a7c82b9f679831e33154d059ece8d,4:27 PM,$8.36,Maroon,3XL,used
919ece4f1e7e90db18bccf9a7d1fcd4cebbb6797,2:04 AM,$5.07,Purple,XL,""
ba1a8c0efaa92b8a2007176c0c5d4125c3cd95b2,10:40 PM,$13.61,Goldenrod,S,used
0e29332610ba3760bbdf323356e4f11d0880a8fe,5:32 AM,$9.52,Aquamarine,XS,used
927654143d3835bf5244f425a5b4f36544d7f405,7:40 PM,$7.79,Goldenrod,XS,Never Worn
c57f61dcedbb07f4c6030bc31aa3a8f4879f049b,2:31 AM,$2.92,Orange,3XL,
b700b1391244633442aa56c0f3f8b3e3df989e7f,1:45 AM,$17.69,Goldenrod,XS,Used
b6ce09e9b173a8d5f185c39925e4287b465e6253,4:56 AM,$8.50,Indigo,L,
eac9e2b127a8f87bb193d35942d5dff02504f1ab,4:31 AM,$11.94,Pink,M,
f99cfd325e87ba9fe7d9565a398bfa31fdc797a5,2:41 AM,$18.26,Orange,XL,used
e9a9aa1896ef145c6cf04b2d502e0dd9284b43bd,3:26 PM,$14.51,Crimson,XL,""
e26d773fb3d90edfaa93fb02ae7bc5c566add275,9:19 PM,$9.69,Red,L,used
8e35389c05d0a92b4c56e964c15e820e9522ad71,12:28 PM,$5.23,Maroon,2XL,used
df31254be5f6561bd17fe22269ae5017a0c7bbcd,12:18 PM,$7.68,Maroon,S,used
9b3179c80ee58bdf39776ffeba6c4f272368b61c,7:29 PM,$9.58,Purple,XS,
0049fa3c0a36753f79785c0d9c97f44640fa52b2,12:11 AM,$11.58,Turquoise,2XL,used
85f8057b8ecce380f6d3b6eb8ca2464cab1dcf22,3:10 PM,$2.89,Blue,L,used
1f492fd3892a8e295867685bc256dd635cf74794,1:49 AM,$10.09,Mauv,M,Never Worn
8f79bf8122da99968b847ffe73868c59c1be4515,10:18 AM,$15.79,Orange,XL,used
a80c34b4ac37fb6cedb126eec34e1377c217a2df,10:47 PM,$18.60,Green,XL,used
cd9a7d1631cc290e185f6f36373ee0eeb5e0d68f,9:58 AM,$10.85,Pink,XL,used
52c4b7d97f6a9d278412795f362fa2a4e75969c7,11:33 PM,$5.79,Pink,3XL,used
7664dc7d698d6cec9aab852cfc4f8a3f244d932e,12:49 AM,$8.51,,XL,used
7813cee6b9926e1496e5c3bec638e919a9b823dd,12:00 PM,$4.84,Green,M,used
f504d70fb46fb48834e8eb1ad6896626995aaa95,4:55 AM,$3.01,Indigo,S,
2cf8d0781f188c8326dfead2efaf5f32816cafbe,2:58 AM,$18.88,Pink,2XL,used
63c94183e0e28b64d90adc2a2c517e07d6f5083a,4:32 PM,$17.95,Turquoise,S,never worn
e2cc76a8bbbbc370e42dbe0e138dab306b4b96b5,5:19 AM,$18.38,Yellow,3XL,used
7f85e297f956599ab22bfdfea5fe75e39f20743d,3:50 PM,$18.30,Orange,L,used
14b46bf5d69f534cf0f043a86d7ed59522c63c58,12:59 PM,$11.33,Goldenrod,3XL,used
7b90e01ef2a07604144b7b0ecdf634fc88b5b9dc,6:50 AM,$4.74,Fuscia,2XL,used
5bbf2bbf60890ad47c2a88f2e4e5986514f09d46,4:41 PM,$12.75,Yellow,3XL,never worn
1db82024232a3d9a98b211513e27609a972cd30f,2:46 PM,$17.01,Goldenrod,2XL,used
fb9ff8fd29ed9a47ed4883f208bcdf1d9c081456,10:35 PM,$13.23,Red,2XL,used
68174ce1fad6c5ba65194666453e3bf14c29ec63,2:05 AM,$17.80,Fuscia,XS,used
933ed143d7f5fe9122d9a6e66b589b700c06f1dd,1:42 AM,$3.54,Puce,M,
738e30f26870d1e79443d606bdd004ec313f2d63,8:18 AM,$17.61,Khaki,2XL,
c42ab380c8a8439b83dc5b920ad896172cbc3747,11:53 PM,$2.40,Indigo,3XL,Never Worn
923d9aef6bd675e5ff65263b99f338958c4760fe,5:09 PM,$16.51,Purple,2XL,used
c2b472ebafa8c3a918412044bdfec3718a7fa5e6,4:37 AM,$5.67,Aquamarine,L,""
5c4410749a7c898bc6b4c6d85fcc17e27195ac85,8:40 AM,$12.11,Goldenrod,L,used
ff683f6068bf27f76f006ef24237d2d4351cc926,8:02 AM,$6.05,Goldenrod,S,
30e33017b4fb091c5cc8b8d6200b3beb017dbbba,12:08 PM,$2.30,Turquoise,M,used
d417e182d62cfd71ae5f36f696ca5760f61d9361,4:09 PM,$3.88,Fuscia,XS,used
e71d3024ebb5b094b30e42e08ca0f351dc461346,12:39 PM,$6.02,Turquoise,S,""
4f661ca84136da395d3acd0d014383cbcf68c2db,2:45 PM,$9.52,Orange,XS,Never Worn
83940650a32d52f6e3b415d99ed4d2938a480a47,1:05 AM,$18.51,Pink,3XL,used
ec9c5491269865820996f0f5ae40e3d19ebed6e2,2:43 AM,$18.45,Orange,S,used
2c52ca661bc886b8cfe5057667bf27cb96909230,9:37 PM,$16.90,Pink,S,Never Worn
b311b28cdda6fac33b9a3bba65b38f70e8b0b941,9:32 PM,$11.20,Turquoise,M,
f135fce4dac9749f8949781597b8046959d9fd0b,2:36 PM,$2.76,Aquamarine,XS,
01f4e8ff708a7f848be3ade2975b7308ce6f51de,12:38 PM,$2.93,Mauv,XL,
1c73f2c910e8f0fc84bbd52d27929a3659df06d6,12:10 AM,$13.30,Indigo,S,used
77961c85b01097ab15ce57aacbffa1a0abad9731,11:17 AM,$19.00,Orange,3XL,used
a35adb877852e0cba185431ae892b68872e586e2,2:43 PM,$18.54,Indigo,XL,used
4cf52c96f4c3ac29b4ac82e9be9851917752e7b4,4:56 AM,$6.86,Violet,M,used
0c1c5ca0a1348aa2a0bb2dcb9543d3479e6eec40,1:51 PM,$7.02,Mauv,XL,used
050caef8421e06795410c573392707c9763a70d7,11:07 AM,$16.19,Violet,L,
6f32093388a488851fc54d08018c2acad43322c1,5:17 AM,$8.02,Fuscia,L,used
5bad3b446067b0d66544cff7830d9a0a871586e6,12:04 PM,$5.65,Turquoise,3XL,""
71fdf024c901ada32f8a97fc0333f3b67f1d62a4,11:09 AM,$3.38,Purple,XS,used
d3e92961da6a509ac77e4d1afad430abb659aa55,10:46 PM,$18.03,,S,used
80ae60e5b94014ac5e122213078c7efe0e2dae53,4:04 PM,$3.44,Pink,XS,Never Worn
99775377941c22b1f699c31be9798680046164db,5:03 PM,$12.18,Maroon,XS,used
56896110ec843cd94aa857bc2a0bc5bed83806e3,9:37 PM,$10.50,Maroon,M,used
fe8d5a8753db2b18d3790210a719b23bbb5cdab7,5:47 AM,$18.10,Turquoise,XL,used
02df009bd7357b2974bb4240ea425d827b1642d7,4:04 AM,$8.63,Aquamarine,XS,Never Worn
e331bb764fa7d9765aa35dd479042d944f2580da,4:55 PM,$18.13,Blue,3XL,Never Worn
a71ede63480dae26b9609c2ebd6815bf6c300a7a,4:45 AM,$7.65,,2XL,Used
9e69c160455fc82adf8595a4718191c7ebf7b292,1:22 PM,$17.74,Fuscia,M,Never Worn
60921c03adf95d52588f1921833462318e3e74d4,4:22 AM,$16.16,Violet,S,Used
b5be0f502427a232865ca4587bb560790c63ea1d,11:16 PM,$3.74,Yellow,2XL,never worn
fc43482c53d39b86bc7a87ffa17e6b04986625aa,10:14 AM,$8.26,Mauv,XS,used
8fd96de6c58cc5abb7b3f309f3b2a40a6034ddb4,9:23 PM,$14.85,Yellow,XL,used
7359e616e84b68a047acd31bbdbd5642f2096d6a,9:31 PM,$16.60,Goldenrod,2XL,used
2d41e59aa5c6b89a986bbf3835b5f3c2e96bb2ea,8:05 PM,$6.10,Aquamarine,M,used
4fd372321eac6a71fa752ef4032fc0d9bd143b6a,7:53 AM,$2.96,Aquamarine,M,
4b0287e99d22537d85a5c6f1d064c0ece24cb346,5:36 PM,$6.42,Puce,XL,
b2d266bc4b4f143bcfb085f3e1e60b74605f1169,9:35 AM,$13.80,Pink,L,used
8eae45c32c4045257f6cdae4f9f728408e22b795,3:39 AM,$11.87,Purple,XS,""
da655ac6027d9d19a63281c34856414770fd8aea,6:29 PM,$11.35,Pink,3XL,used
53eb3200018f76764a80c2764ff0951f1ef8f84b,4:33 AM,$14.76,Maroon,S,Never Worn
141e2af6ebad5f6a8161ac100574c42d8228b0b9,6:01 AM,$3.69,Khaki,2XL,""
da19dba96b3a064065f0fd56f91305c7a693019f,9:16 PM,$2.69,Blue,L,used
af676cb6099b874e6333d8f83f2498cecfb87e45,4:44 AM,$10.06,Pink,XS,used
a7fde9885ebf2c7569b5fe6e53e59e748561d559,4:12 PM,$3.87,Yellow,XL,Never Worn
b2de632107b3f0cefbaba938d500804387ed8a8e,8:34 AM,$6.66,Yellow,S,
