tx id,time,auction,color,shirt size,condition
923372c37c8d94a84385dd3759c0785c38257587,11:14 PM,$3.28,Blue,3XL,used
16a7fef65ebeaa2e53a586aeaa79f4702eeb779d,8:17 PM,$7.09,Orange,3XL,used
7ecaffc69b0d6f82c8bb2534201527582f0501fe,3:51 AM,$18.04,Purple,3XL,used
776cb733898efd7ebdc780edc6a316f4b04a58ff,1:58 PM,$9.52,Fuscia,S,used
67be3531f9e8276a78a87717c0ea076f83a8ea98,2:04 AM,$13.46,Turquoise,XS,used
2dc90d321cab5c1ba38d7c4927497ece3e0b9f6e,10:59 PM,$6.55,Blue,XL,Never Worn
1132004d3b6842dbbd5bab8be4c021aebe99979f,2:00 AM,$8.84,Fuscia,XS,Never Worn
53841f85fbabce5d60932ebf74f6bed48504c1c9,11:00 PM,$17.16,Pink,3XL,
77ded4b52d0bed00bb0ebf15eeaf89bde5ad4233,6:25 PM,$4.47,Indigo,L,used
c9f3497ba316eccc8336dc53c55ade35e8c3ebf9,8:03 AM,$5.70,Fuscia,3XL,""
d77fc2a6d0e81f7be4c054f4c45d8f18d603a28a,3:16 PM,$17.49,Violet,S,never worn
8c79b1a0a324ba70083ac39135bb566f00c6f611,9:14 AM,$5.74,Khaki,S,""
3d5fee128e716fc9073325a38556fd0fdbfb1fc8,9:49 PM,$12.95,Khaki,L,Never Worn
deb2cdbae4b7ceb140d124931a347e165a914b6a,12:24 PM,$4.61,Maroon,L,used
b13219319f1f9baab2cbd063a85203bd048bf47c,9:44 PM,$15.15,Orange,M,used
fa5177fd57deecb282740ad0eaf4506efafa7c46,7:19 PM,$5.75,Blue,S,
de05fa39e5b1049c3a677860d95876af86de8879,4:02 PM,$10.45,Green,XL,Never Worn
a011e756f3a060b470d74d4bc7097c17f381c32c,11:16 PM,$3.97,Puce,XS,Never Worn
18d4d0a564158db7e0f8f58a5dd099432b6151cd,6:36 PM,$15.22,Crimson,XS,Used
ed2ea30b4cde27d83af1a22134641403be5e2eea,6:28 PM,$13.33,,S,
f48383a5be23c5c881768429d1e41f4d5d1fd350,1:09 PM,$5.80,Crimson,XS,used
9cf8481891e3e7672bd67a1e8f082395b530e549,6:21 PM,$4.02,Maroon,XL,used
9346ebbab27581eba2cc1132b4b46336caa57b73,5:36 AM,$5.97,Teal,L,Used
a6a8b63237b641193ef5020bd1e395010e60a8f9,10:56 AM,$3.25,,S,used
6ce118d3846c5601e7afc6f1eeab40a02c495af2,10:58 AM,$7.11,Turquoise,XL,used
0ad3fe5d4fa6421365429c91d9cfe7c4c217cca9,12:55 AM,$8.57,Orange,L,used
fa26072ecedecd28f6738f2c7e7854625ab7fa19,9:34 AM,$5.82,Yellow,M,never worn
dbe03e21365f6692660af9fade9f821f0ecb1a19,3:39 AM,$11.01,Blue,L,Never Worn
e923cfa3be0da84580de54a5c129a869b5957e82,11:20 PM,$12.60,Crimson,XL,""
9b9d1fb2bbf624a66f350908d994022d32f6f4ef,2:39 AM,$5.91,Fuscia,XS,used
042ecd4c16a5ab26e9cce13d36ace978ededb1eb,4:15 PM,$3.89,Purple,M,
8b489b27862e9c2d2aafea5add9b3b0fad12f99d,1:45 PM,$16.53,Orange,XS,used
7113c810a1d4e92be5346eba3f46e9eccf85d8c7,7:50 PM,$2.40,Puce,3XL,Never Worn
f9f88636fbe8f9f2690af0f52a716705112310b6,5:35 AM,$7.86,Crimson,2XL,never worn
6262c5e7bdd02489cc893abec46280c15648afb7,10:41 AM,$17.09,Red,XS,used
61416ed1c2e37d3f3e2e4da2a5c16b3b48e4f14f,1:55 AM,$14.75,Maroon,XL,used
7d56194bbc5abb1a69ae5d9cf88ee3e124fdf5e4,5:34 AM,$9.94,Crimson,L,used
112d28bd1b30f77171a4801b75eb2c8e05d3d2ab,9:06 PM,$3.09,Violet,2XL,
6c850320971b7704bf2f7a40de9410a06c349688,9:40 AM,$8.18,Green,XS,Never Worn
ad8a23496fb0f753a1d5354feb9a2db2c625376b,1:20 AM,$5.72,Puce,2XL,never worn
bad823bd4ee20fcc4bfcb9d75ef0d8337be48ffc,10:02 AM,$10.72,Teal,M,used
d7adb4d9bb56b1d90b50499a93e8dc8c6c4903ae,4:31 AM,$14.19,Yellow,S,used
9587e7b65594797731694e4bd454208aafa2e78f,11:26 AM,$5.30,Crimson,S,used
45ab0210d1d7f6d134e2fa341171b7602ad6df85,6:19 AM,$17.58,Indigo,S,used
032d711943c90534f3c636582f51c77dba858434,8:35 PM,$16.00,Red,2XL,Used
1734efceb882c3b52c37f57b89b8575d4121aa38,11:44 AM,$18.05,Violet,L,used
cd5c064fd91a5982425b153d36269e7e3c68e88d,10:17 PM,$3.31,Turquoise,L,used
cf715ccc8e77fd39c5f540c33a7fec89960ddc5c,12:48 PM,$11.25,Turquoise,M,never worn
e99f7e16934ec0c557948260e0be5f2629982668,2:35 PM,$18.07,Goldenrod,L,Never Worn
ae9e1426c226cad47d9c53d7683a69b317a85afe,3:34 PM,$16.65,Purple,S,never worn
892b2c00a9c14e7518d281f79c6600211722cbb6,4:11 AM,$7.59,Green,3XL,used
3fb69deac92f1cba38324148e7f0d5102f847f8f,1:29 AM,$2.22,Khaki,3XL,used
3b168ec103f1a665767c171db66b1c8eb7a5c521,3:14 AM,$11.58,Blue,XS,used
6002384b9c92ec2e833ca2f6c271ccac0760e726,10:24 PM,$14.69,Yellow,3XL,Never Worn
9089d5ba31fbe637a7253ed990ee862001f13221,8:36 AM,$15.44,Red,3XL,used
fc517fb0250272222654f3baf48bdac81790839a,3:24 AM,$11.04,Indigo,XL,used
eb03034b32a5ed188fdddacc8929083b5371a926,1:43 PM,$13.23,Fuscia,XL,used
64a08d8a5db7ac0376371601bd0bcf32ecbdc34e,7:08 AM,$11.09,Aquamarine,M,used
39459a0aa2eae484953f7daad0a50158f2a5d3f7,5:37 PM,$18.68,Goldenrod,L,never worn
8269e1af38e6654fc91f307a49e9a5a66e54eda2,8:44 PM,$17.85,Violet,3XL,used
69731f856f01e14abcf300e4e8d9432d4bcbc3ae,7:58 PM,$4.22,Goldenrod,2XL,
0d2a6d1c8f09b7a7ad36efeeeab791f79e46da48,2:20 AM,$16.11,Yellow,M,used
b74b345228e39397e553513b4354c68ace9fcb55,3:37 PM,$9.18,Blue,XL,
9a0ba64389f91a8c23460c41f401afcac37d1ab0,2:57 AM,$18.55,Goldenrod,M,Never Worn
1b31abf2600babe914f3950820a7af0c49006594,8:19 AM,$17.34,Khaki,M,used
df2b1f6cfb379f9646ff7ed500c14c77417c9917,6:27 AM,$9.86,Blue,XL,used
8250deaf631765d2d8fa377e55c117021cf9a71d,8:01 PM,$9.40,Fuscia,3XL,used
2eeb6d4158a80fe7038265276bda2b2b808729bf,7:07 AM,$13.17,Yellow,XS,used
40b7c27d4aecc0b5ef98f444346871b79e0e5e6f,10:55 PM,$2.18,Blue,M,Never Worn
4ba9e47ebff28833c29f859b947b5c9c3585a211,5:26 PM,$18.99,Turquoise,XL,used
1200aa0f99fee29e1f56b18635cabcf4f888bddf,8:59 PM,$14.12,Khaki,S,used
6c6c74d9b02b86d72430916a7d9014e4a49ca454,9:57 AM,$7.00,Turquoise,S,Used
baa22b4c2864dc5c9e48299f81eeec1587160ec5,6:33 AM,$18.71,Goldenrod,XL,
feb3367565fc1edc8389228806d011aa451ba189,9:34 AM,$10.49,Indigo,2XL,used
9217f9066a33ac33b36d28d10232d48a05a7f150,10:51 PM,$18.98,Violet,3XL,Used
1a457e7a5eb96ad7ad99094a266beec2b7e18976,3:59 PM,$7.78,Puce,S,used
f677fdb2d397415972e29e68d8d8409f4d997b8c,11:54 PM,$9.98,Blue,XL,used
b59831c729a08bf6ef3d2db5c9c8feba9c7c9b96,12:49 PM,$10.42,Purple,M,Never Worn
a0763544456e802795398d16d120caf059c28e09,12:49 PM,$15.43,Violet,L,used
ec0703e0c075684f6f2d0b2dda240dc70d81b94f,4:13 PM,$2.78,Yellow,L,used
c511fef0b0c49474b57acb8e2a10ed3c873ed5b9,8:48 PM,$3.20,Maroon,XL,used
cc6abd1b4543fdf47ceb588e09d2af434c785690,7:20 PM,$18.14,Blue,3XL,used
69b1a36019ab521744873e6806ba903f7ce0f8c9,11:44 PM,$2.87,Blue,M,Never Worn
d30de1fbdde1d7b776201491f5ca8fcd5a4075d9,9:13 AM,$4.50,Yellow,2XL,used
924f315567d51bea5dedf618184cae5e8c0c8424,2:24 AM,$2.22,Purple,M,never worn
64a46784eae9de2ebc86e7ebcfab79d63bf9ec98,5:05 AM,$5.32,Turquoise,XS,used
95b4b2a2ca64065d86125dee9f85f928fc283ba6,11:34 AM,$3.54,Orange,3XL,
ce5a5f29eaea777e399430699a6534134faadc6f,6:11 AM,$14.94,Violet,S,used
9071c916ef28012024b71331c1efb1fac06ee7b0,1:48 AM,$18.57,Khaki,2XL,used
470043929c11afe4f7d0d3bedb03dbe44e5934f3,7:40 PM,$2.54,Red,XL,used
0f7c89f40d77dc3c6a063ab2fe07144bd34dae62,9:43 PM,$3.10,Purple,L,Never Worn
1587f47f7c01109e5e400392a5a73ba4c56b230e,11:21 PM,$4.39,Yellow,XL,Never Worn
d1e1265ebf1bf9f263a63e4f39f8e3b3a3ebd0c6,6:59 AM,$10.66,Mauv,3XL,used
202c2e40eab676b5f437f2485ef65e049bb7d1ae,10:06 AM,$8.21,Purple,2XL,never worn
1d698b23c35e7e9c68682e5308b7663074c21c7b,10:48 PM,$9.38,Crimson,2XL,used
1ec97bc12fe469f3d876b3585df23f72a2cf79b2,1:42 PM,$12.58,Khaki,3XL,Never Worn
b73f0752933058d6ec530fb22ae804667a44a127,9:23 PM,$13.52,Teal,3XL,used
13a264f51d64e7372c06c1f3ecccc30b5658e0d7,3:00 PM,$16.60,Violet,XS,used
f2aeb8bb4d5741a866816f208cfa25a6723fee6e,7:25 PM,$6.42,Green,XS,used
9e75839673de8e250db2d21d30ccdc85fe8f93b8,11:50 PM,$14.07,Blue,XL,used
36f03e826c1a55cfa112e7fa17b581505ee30116,8:33 PM,$5.73,Blue,XL,used
8d55a7e2860a856cdb2cb367966a8ead2e7445f7,5:53 AM,$3.73,,3XL,never worn
5639f60007cc0468cfcacb698d98c38837dbfed3,7:42 PM,$11.71,Crimson,S,Never Worn
21a7b079f74855e503178f75e9f66e13181799b1,8:30 PM,$4.73,Khaki,XS,Never Worn
826aaaf4b73a1549a5b6df6b7adbeefbbbc14140,6:23 PM,$5.62,,2XL,used
c675d140e3ff410e8d3f4c5fc28a83408c0b5409,6:22 AM,$12.79,Fuscia,M,used
8c37474e919a680139fc789abd20f5fa086f8c1b,2:56 AM,$13.15,Crimson,M,used
012762c65a4db12d640116ba5f3ed85b873b477f,6:11 AM,$18.02,Blue,M,used
ef14a55d06e5568b6f4a8d6f2a8f171426f0093d,4:11 AM,$16.96,Red,S,Never Worn
1f4011c10310dd085a6cc035469281d6b1242677,3:23 PM,$4.54,Puce,S,Never Worn
4427f697ddfe6174a19aee95e191fd081feacbfc,5:53 AM,$13.59,,3XL,used
4bb49de92d344acfdbaf09bbac771baef939fced,9:05 PM,$4.58,Goldenrod,XS,never worn
5825213551a1b339c87773e283aacf65334baf27,2:51 AM,$10.06,Orange,3XL,used
41ada1ed62d859ad46a74a310b8809a4f3438ca1,11:18 PM,$4.26,Goldenrod,3XL,used
14121155f860711db8ad16143501fe4958fedd87,11:19 PM,$5.38,Khaki,XS,Never Worn
1cb396cf078678935b4c7f0ec46999d02abcbbb7,12:53 PM,$18.39,Teal,XL,used
5c2da857e0397d38df75a861cc9a3b560580a2ca,2:09 PM,$7.38,Mauv,L,Never Worn
f2121527dba2a11273df654a49f1812d5b343d63,11:16 PM,$12.90,Purple,3XL,used
344e982174062adc7d257bdb4bea8d2fcac55f5d,4:22 PM,$9.52,Yellow,M,used
ee0a6d2d9673c4106165649b8541970448bc1fbf,6:38 PM,$6.11,Purple,S,
537c2cf5f298c7f5d969a09fc443e99e50d072da,4:10 AM,$3.38,Crimson,XL,Never Worn
d9f4a0ff5f8e94feb4dc568dd5bfdc9075cdf074,2:40 AM,$4.81,Yellow,S,Never Worn
efd156b72dd0b3d58e56e1ada526ea3a8f504d09,10:52 AM,$5.61,Goldenrod,L,Never Worn
39d413ef6986ae538fe2b16805ef1b7120b113d8,12:46 AM,$3.94,Khaki,XS,used
4648f08cfa2b30ef262673f452b4ccd597cd64ab,7:26 PM,$17.64,Turquoise,S,used
dd7e5ceb22c53c685fdf3bafff30693f026a764c,4:04 PM,$12.35,Yellow,S,used
fbd694d5866e06e9d5df873c92cb7be930b23344,1:36 PM,$12.37,Crimson,M,used
8d68f2a012cddf5961f27fc9683101a91b438aab,4:21 PM,$18.57,Khaki,L,never worn
ce6c4120c400fc9ee62dc0531fbc9d20f2b41197,12:01 PM,$4.14,Maroon,3XL,used
17436e3d3c8fe2f2a3f84cf6eb838d8484a09c6c,7:15 PM,$6.76,Maroon,2XL,used
72decff88ce22da7de17da98a084ca9534a7b388,12:49 AM,$2.06,Fuscia,XS,
e591333232f04bf091d9f62c2bd33231dec03f68,4:55 PM,$14.22,Green,2XL,never worn
ae186bd1b7e921e40d5978dc01d178736e50a4b6,3:14 AM,$2.82,Puce,3XL,used
161c11ef6f9043f91536264d55dd9fe13cf70f64,6:18 AM,$14.69,Violet,3XL,Never Worn
a77711762855624457a70cfd3bf32d4ceff10569,11:12 AM,$6.56,Pink,2XL,used
44df117519c71338bfdfbf633804b120e2dc9113,8:29 AM,$2.80,Maroon,XS,Used
731f15afe8be08e5455aa6a36440ea588fcb7748,2:06 AM,$11.90,Aquamarine,2XL,used
397323ad7943a7eb090ac07174c38cdba5cc8889,6:41 AM,$12.52,Goldenrod,3XL,Never Worn
d9abf1903891f686c9d1068669e3c55e2aeb2881,12:48 PM,$9.69,Teal,3XL,used
a7275b2f14708afa387a013ad6a50ec1aea4b432,10:56 PM,$8.44,Purple,XS,used
86aef4f10ca58caccd0be3387b50d84bee674828,8:18 PM,$6.57,Orange,3XL,used
8fefa80d06a995d9e2a4ff61d336f9a543dc0293,2:06 PM,$5.68,Fuscia,XL,used
26d9a07c2b70c626418812ad43813d9e67e90020,4:34 AM,$14.78,Orange,M,used
a7ce5884368ae388695bf14966428352380dd71f,2:13 PM,$2.67,Green,L,used
7149e34341902baaeffde12a747418e0eae58baa,1:16 AM,$3.41,Crimson,3XL,used
d586f452700fb0278161d8299ddeb3cd5f613c8f,7:26 AM,$6.65,Purple,M,used
1b039896eb18ae6a3d924074b64e35a401de3d94,5:26 AM,$16.77,Pink,M,used
3d9880aef0b62dce9fa4f6b6218f7134137eb9cf,4:26 PM,$13.84,Mauv,XL,used
f2a38aefb246913a6a59de385118ddfa34b12c9e,5:20 PM,$4.30,Pink,S,used
b3f03680e5a76fa927ab9fa07c0d31c0a3e41c57,3:22 AM,$16.58,Maroon,2XL,Never Worn
7283d3068e5c8040bf1db510ca039ae1f3cd813e,1:57 PM,$2.23,Yellow,XL,used
a207ea6a14cdd882812e7b76596ac1b5072291de,1:57 PM,$9.64,Indigo,XL,Never Worn
646cc2fdee26bce2a12b4cb5b9059f8624476e1d,2:54 AM,$5.68,Blue,S,used
7bb17b22710cf188a997f828bec750814604cb23,12:01 PM,$12.95,Blue,M,used
4767fa57d5f93eac27f4a5cea0fa924fee70cd3b,11:18 AM,$5.20,Fuscia,XS,used
bed25e13904d490fc0b15d0526dde81a94e49cdd,10:20 PM,$6.72,Crimson,XL,never worn
8256f7cb845f1e3b068495f2013ec2453fb576c3,7:10 PM,$12.38,Pink,2XL,used
ba26388b2c715de64bfa951b2e0ebaf528f1f52c,2:37 PM,$3.40,Maroon,3XL,used
ddcbb283d4f6046e5b4c0593b00a7941d2f0c5bf,4:48 PM,$5.24,Red,M,
0fab19421c80f7044be7ebc471e1401eb367d654,8:33 AM,$4.82,Green,XL,used
47cfc3000f4fb479ac8c605d67c76c60245c4570,1:33 AM,$8.26,Violet,XL,used
192870115cdd811673d5564bd6e1d9ffd81e58fe,1:46 AM,$13.48,Violet,XS,used
92ce38210a40739450ddc86e4e34a44fb44f1b66,10:54 PM,$12.91,Yellow,3XL,used
1ebc280fc3c3201d2f4eb481a907c4e7c45dae67,5:09 PM,$6.90,Indigo,3XL,used
80a39848c73f24cd45b5f28871ff5583fa2a22aa,12:18 PM,$8.40,Yellow,S,
968a8f1280acd19c19553d581ee1ec8c8a2a6da7,5:35 AM,$11.03,Green,XL,used
121039c81f3a71ffa07781fe8be6c8c9a98aff68,9:41 PM,$13.01,Blue,2XL,used
4659768fee568439e0dfe610323630b69cb88882,4:08 PM,$16.42,Maroon,M,
206b3b7a645bf08de59e3dc040f47a6f4f01cb3e,1:39 AM,$15.11,Maroon,M,used
d5ec6500a9e1b9109ff8e2bc4805b96ab3191610,5:30 AM,$8.80,Turquoise,3XL,used
4f42a489cb3342bf5e13ba1512035d3800b52dc5,1:03 AM,$17.43,Purple,3XL,used
c2c37d19795b1609b9f62249e4b7285b20ddbf30,7:29 AM,$14.91,,2XL,
5bcb46d898971d9a55ece47b3f4fc394188508bf,7:51 PM,$16.89,Fuscia,M,Never Worn
6e016f8b2aec8f82f9c8e5dabf5780577473f691,1:10 PM,$12.70,Goldenrod,XS,Never Worn
a34aa780e13b423929d2f6e53b4b713f38af0ca1,11:29 AM,$3.01,Mauv,XS,""
431e9b3f68e2d20c4df2162c08d87b7977d3dbbb,3:57 PM,$2.66,Blue,3XL,Never Worn
4894cad64a6082fbf394b6edde91d0aeda8f82d9,10:05 AM,$2.73,Yellow,3XL,never worn
d8b0c8042de38712aea6e1122fb9f2ccce93656d,10:23 PM,$10.97,Puce,S,used
2fc5cbfa5cc27abc439ebccf1fad6df4fe3b6526,2:26 AM,$13.94,Khaki,M,used
1e00be6f1ced1ef798f4d3611f6c481bb0a7a95f,1:13 AM,$8.54,Red,L,used
a1db427ce292e08a94275c6bab4b67924f4a0e09,2:34 PM,$8.04,Mauv,XL,used
aa4f0fa3121bdcbee787d4d397b8560ec03f7903,4:11 AM,$13.59,Orange,2XL,used
4c95e42ea16db3393aac321f70adbd62522095f5,10:00 PM,$14.52,Green,3XL,Never Worn
02e171afacc50268ab86f800de53b24a57e5f1e7,11:26 PM,$9.80,Turquoise,S,used
63198f3153b3e027ac0617d97af73f2e24e62b82,7:07 PM,$10.67,Green,L,
b5db4378b7cfc316e13b10150e3f6b284822a026,8:05 AM,$3.44,Fuscia,2XL,used
8548c08341474ae3c8673f174a310c8f0bc09fc3,1:33 AM,$15.58,Orange,XS,used
36b60ee5904a5e36087abd4bece5f0ab799e5d3e,11:52 AM,$7.47,Aquamarine,XS,Never Worn
0fbe4a102c1e2597c1b3db8fe0a01fcd5a4bc4d2,2:57 AM,$7.47,Violet,M,Never Worn
a86c6860e1d9b3bee8c6a285b68a65ca8fdee262,6:47 AM,$14.09,Red,XS,""
2613c176f073a1b4284303d245e1917e6cbc8b8e,8:36 AM,$14.15,Fuscia,3XL,used
e0488a42caca3e73cc7cf426c2046cd3e84aa751,2:12 PM,$11.87,Pink,XL,never worn
5b296772a14364d09beda0f00e855eed6dc55557,8:30 PM,$9.86,Blue,XL,used
5f040f6e508140241da2a2149e8852cb6be47148,9:42 PM,$10.50,Maroon,L,used
ae25aeda694b3b3e7d1e82d1e777bcb0b77ac370,5:49 PM,$18.46,Yellow,XS,used
133d16fb4a7876cbf850262a3d86bd97144a8973,7:48 AM,$4.16,Orange,M,never worn
db4cf8a5f035f1ce932732d52b5f30816b8c5f71,10:20 AM,$2.63,Red,XL,used
78ada8b0f364eaab744a638662b87186dcce37aa,5:13 AM,$10.87,Pink,S,used
80836830cf13d07767758a0811c1944d834923d0,12:39 PM,$5.18,Maroon,3XL,used
c83ee010341d1e9adab938f5fdcd84782469c7a7,10:17 PM,$8.30,Goldenrod,S,Never Worn
3b9f53f4ebb858495f7f2c9122e5950497716be6,10:21 PM,$10.83,Red,S,used
8efb149cbb243fa6db9042636b14ab3a5ea68d1d,6:42 PM,$12.29,Khaki,3XL,used
3d19b20df6dd345e26e278d8d3f700fbfbf329de,12:30 PM,$11.52,Yellow,S,
6d48162a07cae57a3923eef25c958d89a5d4f403,12:17 PM,$15.77,Yellow,XL,used
f14ed2b17a69633b827c325f3bf591c8678a2d3a,8:39 PM,$6.25,Puce,2XL,used
ea19db9cae927a0e8a9573f9ae94c79b508e197e,7:31 AM,$11.72,Khaki,XS,used
14ee0613c1ba034683f656fdc078fcd4e85240e8,10:12 PM,$13.16,Mauv,2XL,""
795c812ecaf5c146fc87b89e28fcf00606c69a24,4:24 AM,$18.91,Yellow,3XL,used
e4e264b0a49877740fb32f76a4038db926c74b6d,7:47 PM,$14.79,Blue,XS,Used
b45d44c9b3a678a3ae0bad61bb00ed9f20e087ee,7:16 PM,$2.21,Violet,L,used
efa418d03b740efb106ad4b984a13cabbee4c31d,8:46 PM,$16.17,Aquamarine,S,used
230ddc535049a4ce2a8cba1bfdabb40076c9ab0d,1:44 AM,$16.26,Khaki,M,used
93cf0cdfa621ac6d4e0feef8e512a9de38f99363,7:22 PM,$9.77,Teal,L,""
eea50ef75e79ac754f660db9e8ce173e9abfbf4b,7:48 AM,$10.19,Indigo,3XL,used
7eb36e4a56bf33632c108d3c5e8e8149f1799ccd,8:33 AM,$4.16,Fuscia,M,used
d95116a7dc2e303a4910accca96129fd9f02f9a6,6:17 AM,$7.74,Turquoise,2XL,used
8db20f92e539315a2393a889be9569b2a24110c5,11:36 AM,$16.58,Red,M,used
48b4586225c10df7b9d76b8fb7a6145ac44a79ac,9:11 PM,$8.68,Indigo,3XL,used
f89b376e64b01f3caee78213fe7dbe00029f74aa,8:57 AM,$12.10,Green,XS,used
654a0e60678e21cbec92f72b28380a13aaa1a95f,6:41 PM,$8.48,Green,2XL,used
7d640d90c354bdc81c37cbfd24ecdff400dbc6f2,2:29 AM,$12.93,Indigo,M,used
4c49e841a9c8c63da4cdeae5a42ba77342f08140,3:14 AM,$5.74,Pink,XS,Never Worn
75a8a02400d1a47becdb5d8c8b58deb786bce2df,2:44 PM,$3.63,Aquamarine,2XL,used
8c877cf3d96b10535830bfe7f56fd260cc210dee,2:55 AM,$17.79,,XS,""
5d63d4f5c2031f894c8e11498db9d6b5228b318c,11:53 AM,$9.87,Crimson,M,Never Worn
de7cd7c8e17a82ea6f8fea26e1516062958ba332,11:32 PM,$14.46,Orange,L,used
7fb0dde1b61b6832d1e40be3d78a35bf334b12f5,10:02 AM,$3.30,Orange,3XL,never worn
5e15311804eeb6360e4d4a1f44fdfed10fbb696b,10:10 AM,$9.58,Blue,M,used
2f589c66c59ae948142d904034ce114fc8877f91,6:23 AM,$15.59,Violet,3XL,used
dc9901138a20511823bbef299f22c8f39b834f14,5:39 PM,$16.30,Yellow,M,Used
ac9149ce4d18b3601d48df02fb90360a7b6ca8d6,4:48 PM,$4.02,Pink,XL,
c3e881ae5e0903ec35305956669a5aced03e6ebd,4:29 AM,$9.95,Green,M,used
86e94445d2cd1224c344d3e4648ff71b19c41d17,12:30 PM,$15.72,Fuscia,M,used
24c704eeaea18892037cd4bd71daf55053ad3ae1,10:11 AM,$16.73,Red,2XL,used
f6cd3648f22a9c0dc4c973f9c192f3df8833bcee,2:57 PM,$15.90,Maroon,XS,""
2835dc77b67247acc0a996c1930ffe0940d25edc,10:50 AM,$17.43,Turquoise,XS,never worn
e2a95aed27e84b95d1d1ee70e7cc968aba58d270,11:19 AM,$17.41,,3XL,Used
c769b0e06b2fbdb6baa3877d4164fec656651704,10:56 AM,$17.59,Orange,L,used
fca231f047379f160d941de172dfaaf0262ad779,6:47 AM,$7.10,Orange,S,used
a2931f04b3d978a151571189f24b93d9a169cb4b,3:17 AM,$16.52,Yellow,S,
8a76de7f43852627a57d4a6acada5aa4bba3783a,10:21 AM,$4.42,Yellow,XL,used
cbaa15d44d09108fba33f1a3e8c5cc6f8c637ec8,11:12 PM,$2.75,Khaki,L,used
370aa9d39fd5c287806cbabfaa42a5bce42d2818,4:28 AM,$14.96,Maroon,S,used
2fb44ce859394690a6107d1b62903a9cfdc21741,4:38 AM,$3.32,Blue,2XL,Never Worn
74e348632e24bce9604605ceab865937e1366c77,12:42 AM,$12.63,Maroon,2XL,""
a103132967d2f35349430f624166e7c6843e767a,10:17 AM,$11.78,Indigo,XL,Used
6fa16b110f53367cf15e6e1dcffdcb4c2653f1ab,9:56 AM,$5.79,Violet,2XL,""
2b7b6cbc2224502c7137262575e97a450b336fc2,11:31 AM,$14.07,Purple,S,Used
7f2a5141de8a7f752f8f98722393ffa3b0fb1e7a,6:25 AM,$17.63,Yellow,XS,used
c4549687dee4d3061fd3c82433367bea083d4d05,2:22 AM,$17.00,Yellow,L,Used
abf227d09fe37b3e333b419e0854c6c2fd1caa50,7:47 PM,$17.05,Indigo,XL,used
